uti,reporting_counterparty,counterparty,trade_date,notional,product_type
UTI00085053ELT8UYFN2YR1HP59FIS2,Citigroup,Client_160,2025-01-17 14:29:02,225734.91,FXForward
UTI000850548LG2F7JEAV47QWCSWV40,DeutscheBank,Client_59,2024-12-02 09:17:11,3690470.51,EquitySwap
UTI00085055SDQIU966NASNYNPFWO7S,JPMorgan,Client_114,2024-08-09 14:31:41,5042016.8,FXForward
UTI00085056NIDK8JS21A5311BVQFFC,JPMorgan,Client_2,2024-06-24 10:24:27,2005269.64,CommoditySwap
UTI00085057EH4O7GX1GAF71R21FFBF,UBS,Client_347,2024-05-03 19:04:42,3470678.25,IRS
UTI000850581BCTXMQA1XTC8CJITONZ,DeutscheBank,Client_337,2025-05-10 12:15:45,8445041.69,EquitySwap
UTI00085059A4VD2E190XKGMFHPJBCG,MorganStanley,Client_96,2025-02-23 05:31:28,873304.35,CommoditySwap
UTI00085060S61YW1LIY48OYCO5PDUJ,JPMorgan,Client_403,2025-05-14 22:21:29,5298806.24,Bond
UTI000850612W8Z0KC535R3G4Q0TGQV,CreditSuisse,Client_335,2024-12-11 21:46:56,4775085.55,CDS
UTI00085062QP231METCH19A1ETMNPM,MorganStanley,Client_181,2024-12-08 19:11:26,6127297.65,EquitySwap
UTI00085063XV2ASG8QCTPPH0XTXUQY,DeutscheBank,Client_282,2025-05-14 03:20:38,4097885.39,CommoditySwap
UTI00085064EAY3GRA7TK1MVPVL1EZN,BankofAmerica,,2025-02-14 16:30:28,5689195.82,Bond
UTI0008506588OGEGM6KTPCZUXKNUSA,HSBC,Client_271,2024-08-22 12:17:29,1489219.39,IRS
UTI0008506640E9X5EML69MNP4SDRAQ,UBS,Client_29,2024-07-30 05:01:30,5739137.08,EquitySwap
UTI00085067BDVQKONBK39KKYS5TJBX,CreditSuisse,Client_426,2024-03-02 09:50:34,5576625.29,CDS
UTI00035182R045L65F9O7TZO26G3XE,DeutscheBank,Client_382,2024-11-05 19:33:32,1292849.28,FXForward
UTI00085069O05UAHOCH1GXNXLFZGPF,UBS,Client_460,2024-09-13 19:47:17,9428491.41,Bond
UTI000850707M3HWUNDRG0E11IGCQH6,DeutscheBank,Client_450,2024-07-25 14:19:21,3694070.93,CDS
UTI00085071QAYNVGTK5PAXN0CS6FAD,,Client_59,2024-12-30 08:31:32,441555.81,
UTI00085072VO8DZ8U99YAXRM3CW1ZU,HSBC,Client_104,2024-10-21 08:57:38,135240.01,CommoditySwap
UTI000850739Q9MS5WR7E4PG7RM6P7P,GoldmanSachs,Client_292,2024-07-05 12:18:07,9134355.36,Bond
UTI00085074WRJJ4YYCASMOF2PE40T7,DeutscheBank,Client_60,2025-02-22 02:13:13,5762788.95,CommoditySwap
UTI000850752ATVTBE32XTU5SRDC1AB,Citigroup,Client_303,2024-03-03 01:32:55,9694975.38,Repo
UTI00085076T38BC1X96M736HGVTO45,BNPParibas,Client_2,2024-09-22 04:48:21,2286751.84,CDS
UTI00085077DZOU1EIEKROVVIWEUGUU,CreditSuisse,Client_348,2024-03-01 04:20:06,620384.47,CommoditySwap
UTI00085078LYC1G70RK4IWQAEUMT2A,MorganStanley,Client_104,2024-08-20 06:05:19,1669548.83,EquitySwap
UTI000850794S85ZL5VLAL106N9RZR6,JPMorgan,Client_457,2024-09-22 05:24:59,884908.53,Repo
UTI0008508099O6ZMLR0DBTDSGEX3EB,CreditSuisse,Client_332,2025-01-15 13:41:14,313749.25,Repo
UTI00085081FSK2WQG4263XHORMU9RD,BNPParibas,Client_428,2024-08-26 15:15:13,3246967.37,Repo
UTI00085082WMH29HYG8Q0W85B76J2M,HSBC,Client_92,2024-12-31 13:00:23,5709523.28,CommoditySwap
UTI00085083HNA9OJMIN0EU27HX617S,JPMorgan,Client_280,2025-05-26 10:05:49,7183651.79,CommoditySwap
UTI000850847RQKNVMTEG9UZ0UD61CY,GoldmanSachs,Client_117,2024-01-23 15:44:00,2018778.95,EquitySwap
UTI00085085MPHK0564V8930VNEIDT5,BankofAmerica,Client_213,2024-03-21 20:06:48,1837944.21,FXForward
UTI000850861ZWLDCCOMNH7ZCN25N8X,DeutscheBank,Client_131,2024-07-15 04:05:11,4569071.68,Bond
UTI00085087NXQ5DUJV6RSSVPEJMIJA,CreditSuisse,Client_152,2024-11-01 18:06:49,4532174.79,Repo
UTI00085088M6O3IXT0SNMZOKNE0SAX,UBS,Client_487,2024-01-20 00:19:13,170856.68,Repo
UTI00085089G1LKLILD7YCPARFXTJR3,HSBC,Client_204,2024-09-22 19:38:08,2555100.72,FXForward
UTI00085090VAHR50YL0LDXN07CCTU9,Citigroup,Client_412,2024-04-23 12:22:27,4678607.25,Repo
UTI000850917O0ER25V9K64RDJH7YFD,Citigroup,Client_186,,2050866.07,CDS
UTI0008509230C8XQNOOLGCIJ777INN,CreditSuisse,Client_418,2025-02-05 07:37:20,4404511.19,Repo
UTI000850932I05KVU2X41JUAM3IOEX,UBS,Client_137,2024-09-28 18:52:28,7470227.48,CDS
UTI00085094N8CL6CM4XJQ0BGKL2YQX,JPMorgan,,2024-08-28 19:57:45,2281549.03,EquitySwap
UTI00085095W71715F4BSHKI95GXNC9,BankofAmerica,Client_274,2024-04-06 08:07:31,2929559.96,CommoditySwap
UTI00085096UKP9MY3OR0LW4BJZX4RL,HSBC,Client_472,2024-04-17 16:24:51,1484219.88,IRS
UTI00085097BYI9XDJ1QQ6LRP5BOXTM,CreditSuisse,Client_126,2025-02-04 13:11:33,8630689.05,EquitySwap
UTI00085098KYY5PLXLB1HB2VQM9CMC,DeutscheBank,Client_361,2024-09-30 06:54:55,1136341.03,FXForward
UTI000850996CNBC66IMY8ZCPZKW1Y6,GoldmanSachs,Client_19,2024-04-21 04:22:13,9620275.94,FXForward
UTI000851009DZ8D2S19MU71HTBP42C,JPMorgan,Client_189,2024-09-21 23:01:28,4364128.09,FXForward
UTI00085101XFBS20H32OHTLA8MPD80,BNPParibas,Client_71,2024-02-20 03:58:49,3278619.89,EquitySwap
UTI00085102S6G3EGLZB8O75ROEM07V,CreditSuisse,Client_216,2024-12-01 09:16:57,6635427.71,FXForward
UTI00085103BIGDYQLHG2HJ2X43BYTX,HSBC,Client_428,2025-05-13 23:39:45,1559030.36,
UTI00085104NBHXDRZGGG4XB4IZQ6OP,Citigroup,Client_301,2024-07-19 21:50:13,7954382.03,IRS
UTI00085105R9YH14J9XAGJSCT5IX7Y,CreditSuisse,Client_222,2024-08-28 22:21:03,9910526.57,EquitySwap
UTI0008510644KSCS23RQXUWAU2F0KU,BankofAmerica,Client_363,2025-05-05 12:46:16,1235322.87,CDS
UTI00085107BAWGGX88IJGTWW655W4H,JPMorgan,Client_66,2025-02-05 08:02:08,2466702.15,CDS
UTI000851081B23CN8T86WL207IQT3P,MorganStanley,Client_99,2025-04-12 05:55:41,1148075.7,CommoditySwap
UTI00085109WSA5DARWTRBXHLFA0Z9F,HSBC,Client_394,2024-10-23 01:01:43,8449869.22,EquitySwap
UTI00085110IOCH851TTX6PFTVXXKNO,BankofAmerica,Client_252,2024-01-23 20:54:29,8743037.9,CDS
UTI00085111FZOZKGJP8YOMTWGDQEH9,,Client_113,2024-05-28 12:40:11,5168202.37,EquitySwap
UTI000851127MM3ZRCS27912TE1VAOF,DeutscheBank,Client_414,2024-07-11 03:56:17,1295535.73,CDS
UTI00085113PKDVBBAEJ66WNKB2S0XY,DeutscheBank,Client_487,2024-08-16 08:03:55,5912090.52,FXForward
UTI000851149IDDARBHC4VRG4REXXEY,BankofAmerica,,2024-09-14 09:38:24,2514028.65,CDS
UTI00085115B845ZM47MRFE112FEQQN,HSBC,Client_195,2025-04-22 06:45:33,6134503.93,IRS
uti-with-lowercase-12345,JPMorgan,Client_375,2025-03-27 02:45:33,757208.32,Repo
UTI00085117RPK74GNWCA44U4I580SF,BankofAmerica,Client_307,2024-12-04 16:24:35,892827.57,Repo
UTI00085118R9EB1VWF8JSCBBPUCFU1,BankofAmerica,Client_166,2024-07-17 00:10:35,8839342.71,CDS
UTI00085119KWJHU2S3UGA6KZN7Z15R,DeutscheBank,Client_127,2024-06-24 05:10:06,9685905.06,FXForward
UTI000851207OCREHZPPO7DI5ESGJY4,BankofAmerica,Client_250,2025-03-21 12:58:06,2047474.24,EquitySwap
UTI00085121FH04GYSID2S305LTDP6T,HSBC,Client_69,2024-10-18 00:26:49,3040693.87,Repo
UTI00085122GKTVP8EX82JLHG4PTD6D,GoldmanSachs,Client_223,2024-04-21 14:14:13,9526287.13,Repo
UTI00085123NTPUBTGFZIARG5NQ1AYC,UBS,Client_307,2024-07-02 11:59:00,166112.03,CommoditySwap
UTI000851246613XC15G1VN5ZOKU033,GoldmanSachs,Client_386,2025-03-19 00:49:28,978419.36,IRS
UTI000851250LIF21OBK7EKMBKT2GZO,HSBC,Client_6,2025-03-26 18:12:09,7634814.28,Bond
UTI000851262OHBEKT98F6S1V6NH0X9,GoldmanSachs,Client_186,2024-04-25 06:24:50,7736097.35,CDS
UTI00085127C9KWCBWRESM7LP3RP5X7,MorganStanley,Client_386,2024-06-10 09:24:52,9577534.23,Bond
UTI000851281EXASVPWUC28JQJ4V9K0,HSBC,Client_368,2024-01-02 00:39:02,6456075.6,IRS
UTI00085129LPMRKKSJYR9EKIV98VQM,Citigroup,Client_53,2024-08-06 19:39:41,6756105.57,FXForward
UTI00085130O14KSCKQ61KLATG0A789,BNPParibas,Client_116,2024-06-16 18:35:50,3565503.79,FXForward
UTI000851310OBLXU42CF8NGG3W1JGM,Citigroup,Client_318,2024-01-11 17:41:56,8495258.19,Repo
UTI00085132B3774AOIL6HK35UQKIGD,HSBC,Client_323,2025-03-14 05:27:21,9314140.36,Repo
UTI00085133MKKXL2UI6K5ZIT2CMUKH,HSBC,Client_218,2025-05-29 19:43:44,2434778.35,CommoditySwap
UTI000851340CDI5R9U1BDCV2MKOG1K,MorganStanley,Client_144,2024-10-19 21:16:46,2624462.36,CDS
UTI000851355BBZMRHNZIDB9DSYMX2K,Citigroup,Client_424,2025-04-13 12:41:51,1995886.53,Bond
UTI00085136WTY17XR09DEFV5PSR6Q4,UBS,Client_474,2024-02-07 08:53:25,3378587.59,Repo
UTI00085137JNHSRDCAG977UZ09JUB9,HSBC,Client_3,2024-12-13 18:42:02,3915363.63,Repo
UTI00085138FBA91ZEFV898Z981M8XJ,BankofAmerica,Client_450,2025-05-19 08:48:56,6094515.85,Bond
UTI00085139YC3ONNYKJMTTHZTMGAGH,CreditSuisse,Client_235,2024-11-18 13:41:39,8727538.39,EquitySwap
UTI000851401JC851CK40VKICL183EC,BankofAmerica,Client_96,2025-01-22 09:31:42,3667963.42,Bond
UTI00085141YVIPO7IUYJEF8X2LOHSO,HSBC,Client_307,2025-01-19 04:49:42,9760170.96,CommoditySwap
UTI00085142HCANOIUAHWQQMBH6PTFR,HSBC,Client_132,2024-10-20 16:17:23,3431605.06,IRS
UTI00085143S09H0QNN20XVZH5AX6HE,CreditSuisse,Client_342,2024-06-13 05:45:09,681862.05,Repo
UTI00085144ZG8DJFLW4CLN8FH918LJ,CreditSuisse,Client_101,2024-11-25 08:15:51,7087145.59,CommoditySwap
UTI00085145I4BMSINIYP8IGG7XUIK1,MorganStanley,Client_353,2025-01-05 08:32:02,6752947.76,Repo
UTI000851460DWIWKP02TBEP1W7V3WD,CreditSuisse,Client_452,2024-11-02 12:07:27,7879358.36,Bond
UTI00085147BG89ZQ4M55AHHSBYNRJC,HSBC,Client_335,2024-04-13 03:54:04,2826252.67,CommoditySwap
UTI00085148WV2J584CJGRNO8PAYMM3,HSBC,Client_218,2025-01-18 03:58:15,2253651.0,FXForward
UTI00085149O8H3EPRU3QIJ0NEKO8TD,BNPParibas,Client_497,2024-03-03 15:31:48,8892098.03,Bond
UTI00085150203CHOSZJP9W1SBXWLP7,JPMorgan,Client_182,2024-04-16 11:13:28,5476316.09,Repo
UTI000851517FYD8SLJUWNGQUN3D6PY,UBS,Client_327,2024-01-15 03:37:00,4076817.18,EquitySwap
UTI00085152OHGMYF81YUZEDZFJIVYA,GoldmanSachs,Client_99,2024-03-26 23:50:00,9834264.27,FXForward
UTI00085153NYTMQUWE41A9Q4VQCIL2,DeutscheBank,Client_94,2024-12-05 18:33:26,9677406.63,IRS
UTI00085154J3WJD4684DC1KYVBJZ1E,DeutscheBank,Client_157,2024-06-16 03:39:29,1511582.84,
UTI00085155PXD6BCH3WBWQQTTHZJEH,JPMorgan,Client_494,2025-05-06 02:28:55,3040878.93,CDS
UTI00085156TR95P9NL7TXBJR3FIMC5,HSBC,Client_63,2025-01-13 19:24:29,6274267.39,EquitySwap
UTI00085157LNOKB1P0CRQLG3D4FNB9,JPMorgan,Client_457,2024-05-06 21:10:41,1132083.74,CommoditySwap
UTI00085158HBZAINVJ4YQ750VV8E4M,BNPParibas,Client_142,2024-02-17 23:02:55,6141024.41,IRS
UTI00085159EG85RO0OEBTDALMYHJ1V,GoldmanSachs,Client_324,2025-04-13 19:35:14,8385313.49,FXForward
UTI00085160YOJCWER81XST3SW927HX,CreditSuisse,Client_203,2024-12-26 04:10:44,6713406.21,CDS
UTI00085161GXHBV1X8Y5H70QA2G9TA,MorganStanley,Client_420,2024-11-22 06:01:05,9120863.52,Bond
UTI00005232JUT6ROZY3W8EBJYVOZ8S,MorganStanley,Client_438,2024-06-24 18:13:53,6242954.72,IRS
UTI00054985I8QZ5ZXR2U44CQB2SRGE,GoldmanSachs,Client_420,2025-03-25 05:54:06,9530962.9,IRS
UTI0008516426DDU88MXQDYVTN0S2Y4,HSBC,Client_184,2024-07-11 23:39:47,4455870.91,FXForward
UTI00085165EAN445YY0C32QCI8DF2M,HSBC,Client_467,2025-04-01 08:20:47,7418519.99,CommoditySwap
UTI00085166MI9PX0VAL6YGY4FT1RK1,GoldmanSachs,Client_85,2024-12-19 03:27:28,5997944.65,EquitySwap
UTI000851677B3UEHSY9PNBWJG9LA7S,BankofAmerica,Client_491,2024-07-06 17:40:51,,Bond
UTI00085168AQO74U78X9XCCGJKVTTJ,BNPParibas,Client_140,2025-05-05 04:32:53,2220081.84,Repo
UTI00085169L74KNUHPXTP60TCP4TO4,CreditSuisse,Client_248,2025-05-11 20:35:33,8185862.27,IRS
UTI00085170ZHIZRJUG106EYMG331YZ,BNPParibas,Client_453,2024-07-16 09:05:47,9324033.2,EquitySwap
UTI00085171H3JSI6OF1TURXPQGCDA5,DeutscheBank,Client_51,2025-05-28 18:21:52,566979.16,CommoditySwap
UTI00085172SY51ODSKYPRCMUNNRP99,MorganStanley,Client_226,2024-07-09 08:27:08,9201488.92,EquitySwap
UTI00085173EN7WW14H9ZLFFX8G82YN,DeutscheBank,Client_249,2024-07-04 07:15:11,4453041.09,CommoditySwap
UTI00085174U7ZQDNMXO21UBV1G317S,CreditSuisse,Client_368,2024-04-01 06:55:58,8548614.83,FXForward
UTI00085175BJL20DQXXL9N8N1RJ50Y,Citigroup,Client_334,2024-01-16 07:42:17,9610662.81,EquitySwap
UTI00085176LTKYPGWOS5I7BTISWIDE,GoldmanSachs,Client_212,2024-11-27 16:05:56,4730431.25,CDS
UTI00085177IBLL2RSH0XTS7IAMY1FV,MorganStanley,Client_351,2024-11-05 19:11:53,8920893.53,CommoditySwap
UTI00085178OBWSVOUV32MNQ0FVPM3F,HSBC,Client_299,2025-05-29 14:09:11,6627360.13,Repo
UTI00085179RMH5MTHLEOCN8J235ZJG,MorganStanley,Client_439,2024-05-28 15:14:39,5980271.65,CDS
UTI00085180JQ8WWSNMFQTY29KHGHYF,Citigroup,Client_95,2024-09-27 05:57:26,7958181.88,CommoditySwap
UTI000851813L3SEKHDPQTE0HJX33GK,MorganStanley,Client_254,2024-03-04 15:45:38,588723.43,CDS
UTI00085182SO5H0TUE0XJA3Y69P4JW,MorganStanley,Client_397,2024-04-01 16:08:08,7922295.19,Repo
UTI00085183FLAH5FGW0CB8Y3XFUDFK,Citigroup,Client_105,2024-01-06 07:24:44,7446058.78,CommoditySwap
UTI00085184O131H94TJWT8U7SA69N8,Citigroup,Client_371,2024-12-29 21:18:57,3003718.31,Bond
UTI0008518531G31U9NV11Q5B8H5KKE,MorganStanley,Client_249,2024-08-25 01:17:03,5722589.7,Repo
UTI000851866U9RFQ2RZPJL6LOO00TU,GoldmanSachs,Client_264,2025-05-01 00:46:49,4917758.32,Bond
UTI00085187APKAYT48BY4RLJQSLTL5,BNPParibas,Client_262,2025-01-19 00:10:32,6488221.76,FXForward
UTI00085188QZ7UFNYQOGEGHGL51TCV,UBS,Client_19,2024-05-06 09:53:34,4776953.03,Repo
UTI000851897KIPYH9L22G54IJAP7EC,GoldmanSachs,Client_425,,4301421.23,Repo
UTI00085190FUT1OPXLNYS5RB0Y8OOH,JPMorgan,Client_94,2024-01-29 08:16:58,5129526.28,IRS
UTI00085191GACTKJ9Y9BW9KG7YAVTF,HSBC,Client_69,2024-05-09 19:06:20,7021710.34,IRS
UTI00085192SSXVX4C8TD3D84ZZZFB5,BankofAmerica,Client_239,2025-02-21 22:45:34,,Bond
UTI00085193R1S69GKEMFV1AJOILE5I,HSBC,Client_179,2025-04-12 06:06:46,102372.76,IRS
UTI00085194H8PDYHYCTJ2XN3ZUPHX4,MorganStanley,Client_238,2024-10-08 11:22:32,4271895.76,Bond
UTI00085195JNA3QDT7NNO3DIR9AQN6,GoldmanSachs,Client_369,2025-02-25 07:18:19,848533.0,IRS
UTI0008519618WAYH7YI365BXKED0ZR,GoldmanSachs,Client_172,2024-06-01 12:21:23,9824953.77,CDS
UTI00085197HBWYWI26VH7EXZIZ4TQT,JPMorgan,Client_211,2024-01-30 14:26:16,,IRS
UTI000851988X7898N01NCG1ZZBYSCR,DeutscheBank,Client_113,2024-08-22 12:01:57,5991289.0,CDS
UTI0000796981CPYNWMKJVKXYD40PIV,Citigroup,Client_434,2025-01-29 09:04:12,422601.62,CDS
UTI00085200E6B295DGZKH7YJ4EWI78,UBS,Client_78,2024-02-28 01:03:32,4714149.49,IRS
UTI000852014AXSKW779L6BLBW2FFET,DeutscheBank,Client_50,2024-05-04 04:56:10,8833113.12,Bond
UTI00085202QHEJQ1NETKZBWEQ49B1O,BankofAmerica,Client_484,2024-04-26 21:25:51,7858579.16,CDS
UTI00085203ZIKKGF7K2UP1NHEF62QV,CreditSuisse,Client_105,2025-03-25 05:16:17,38161.33,EquitySwap
UTI000852048FPFK4Y38NVBFFP8DZ0Q,GoldmanSachs,Client_178,2024-06-23 21:36:21,9754638.51,Bond
UTI000852053PB5LKB01VGL6ZDLYGXH,HSBC,Client_476,2025-03-10 18:24:44,5751226.19,FXForward
UTI00085206W117LPR89TLHSLL1TMCT,BNPParibas,Client_129,2024-04-09 22:46:11,,IRS
UTI00085207JTXXWSOBLHCOCE6HDW9F,Citigroup,Client_210,2025-05-15 17:22:23,199420.39,Repo
UTI00085208HIE2SID5DWTZBL6ARQD2,UBS,Client_498,2024-11-06 05:20:41,5122249.69,Bond
UTI00085209JB2XSO9XSLSJEMUNN7J8,BankofAmerica,Client_298,2024-04-14 03:31:22,4739814.3,CommoditySwap
UTI00085210E92IH503K27IDAEMM3D4,HSBC,Client_75,2025-04-30 11:09:50,8928080.06,Bond
UTI00085211F32Q3OLSCRTCRQB78YEQ,HSBC,Client_3,2024-07-06 22:48:20,198763.07,Bond
UTI00085212VDFHICEX9ZD70YD1KS7H,UBS,Client_417,2024-03-11 18:00:31,693722.56,Repo
UTI00085213PNFKROUHOR0RYRGBUJK1,CreditSuisse,Client_31,2024-04-19 14:33:04,6408708.8,IRS
UTI00085214XCWIDEH9N486SR8R81R0,BankofAmerica,Client_490,2024-12-11 19:09:31,1550906.98,Repo
UTI00085215I12W24H95TV8VGB6J4DU,UBS,Client_26,2024-04-03 19:25:27,5153382.67,EquitySwap
UTI00085216FQQFDCBPFWPSB1R0TPQU,BankofAmerica,Client_260,2024-10-03 20:37:49,7192920.16,EquitySwap
UTI00085217LGMA6RL0BO4BN56ECIDM,HSBC,Client_365,2024-01-10 12:50:57,3832409.98,Bond
UTI00085218ZOEZKQ0WXASJH7BP2A9S,GoldmanSachs,Client_350,2024-12-16 10:38:26,5704331.72,FXForward
UTI00085219LH73WPASN0EUPV75YLVI,Citigroup,Client_102,2024-06-06 01:49:47,6530835.88,CDS
UTI00085220T459YQ9T30SGGV0TT1YW,JPMorgan,Client_114,2024-07-02 14:57:23,7113122.17,CDS
UTI00085221HRJCC6SPW7VMXBZ99WSN,UBS,Client_199,2024-01-25 00:10:42,5383978.29,Bond
UTI000852228X3XNK63DA56EG1R3O11,BNPParibas,Client_21,2024-08-18 09:40:02,8209946.73,CDS
UTI00085223NZOQZ76098X3UJAQM9BF,CreditSuisse,Client_214,2025-05-30 17:08:50,7241434.87,CDS
UTI000852249L7CROW9LM3MDRODQKSQ,HSBC,Client_84,2024-03-27 04:27:47,2162984.47,CDS
UTI00085225TZYSWK2VCS54K2AL61JZ,HSBC,Client_407,2024-07-21 07:23:21,2371236.57,Repo
UTI00085226MV1I3Q6WLNA8PYMV8208,BankofAmerica,Client_343,2024-01-15 16:40:36,1033150.61,Repo
UTI00085227WEYG2VYA8ZX2QWN05YTC,BankofAmerica,Client_242,2025-01-05 16:40:17,4019164.52,EquitySwap
UTI00085228KU9Y1KVRUOIOZ0FBJM58,DeutscheBank,Client_86,2024-06-22 12:31:55,9382254.75,CommoditySwap
UTI00085229CM849BMQW5GX0YRAK15H,HSBC,Client_70,2025-01-16 18:27:31,7283159.58,CDS
UTI000852300XCRGNL62PZP5M97QN0C,CreditSuisse,Client_210,2024-01-08 21:27:15,4194951.83,IRS
UTI0008523148ELJX1TK3JWXGLZXSVW,GoldmanSachs,Client_466,2024-03-25 21:00:42,6896179.45,Repo
UTI00085232YVSBKSZD7X4XPX1NEJPE,GoldmanSachs,Client_121,2024-12-25 15:11:08,4329329.74,FXForward
UTI00085233MVR5TVLWTJS39OVRND5B,GoldmanSachs,Client_481,2025-02-24 11:05:50,316104.91,CDS
UTI0008523475HRDZAKRWOGXR2QCNQ5,MorganStanley,Client_352,2024-04-11 03:53:34,1064497.99,Bond
UTI00085235FGRP64EOWUD2TJINI8AZ,BankofAmerica,Client_165,2024-10-26 05:59:58,3291461.73,CDS
UTI0001847513HIM2ZGD6W1QDT95RKX,CreditSuisse,Client_146,2024-10-27 15:55:05,2408891.1,CommoditySwap
UTI00085237WPKAIK6THHO51XN6G5AS,JPMorgan,Client_177,2024-12-02 00:13:36,9071309.03,FXForward
UTI000852388N6SSLB3YQ3ZSEQRUNF5,BankofAmerica,Client_143,2024-03-11 10:33:53,2571088.21,CDS
UTI00085239UXCQSUJAKR4JO9KV0DPD,UBS,Client_271,2024-09-18 07:41:59,5672857.39,FXForward
UTI00085240BREF7Y2MQ1932UUBVVZV,BNPParibas,Client_35,2024-12-01 17:42:10,5675497.12,
UTI00085241LBCSBBECB7L7045DLHNS,JPMorgan,Client_230,2024-05-11 14:32:57,5964468.38,IRS
UTI000852429D4NXDJX3B5KRVQAMJXQ,BankofAmerica,Client_389,2024-07-24 00:11:13,1242164.56,EquitySwap
UTI00085243FR0NG4HXJXY9O402GYV5,BankofAmerica,Client_270,2025-03-26 11:42:22,5424834.53,CommoditySwap
UTI00085244EWRUOM12USDUE9GH9FBG,BankofAmerica,Client_54,2024-09-15 16:27:48,205910.91,Repo
UTI00085245FLS0LRXKCPLU4Z59OZGN,JPMorgan,Client_334,2024-07-01 21:34:48,2523766.86,CDS
UTI00038219YI58DK6VSSMEMOWTFXX5,JPMorgan,Client_262,2024-08-25 23:37:54,478849.91,Bond
UTI0008524729ZZRHSTN20NVR0ZJDQ6,GoldmanSachs,Client_388,2024-09-28 01:07:52,5909309.9,IRS
UTI000852487J1QO7U9IVTL6KERDZD9,Citigroup,Client_217,2024-04-17 13:09:40,662356.25,FXForward
UTI00085249VLKNNWSWLGPNYOC4AB7Y,GoldmanSachs,Client_136,2024-05-30 01:13:08,7194739.27,CommoditySwap
UTI00085250DTFJ05P7ORHBQVC49UP3,MorganStanley,Client_455,2024-01-28 20:11:36,5310587.4,CommoditySwap
UTI00085251GHQWIHW2ADJK710CW0BZ,GoldmanSachs,Client_386,2024-05-30 20:34:41,297850.74,EquitySwap
UTI000852524TAYZTSLC2W9AE7O4UDS,MorganStanley,Client_116,2025-01-07 08:02:14,5191045.3,FXForward
UTI00085253E3DLQG42YYTO6H1HGTGM,JPMorgan,Client_59,2025-04-28 09:07:02,6766041.08,Bond
UTI00085254UTUDH5A1TLTO3UFPDPJN,Citigroup,Client_45,2024-06-13 08:02:48,1024701.9,Bond
UTI00085255NCXKYHHVOYNCULPGOYTG,Citigroup,Client_75,2024-08-23 02:54:33,7619876.91,Repo
UTI00085256OFWYY5PYJAKOTATBLCWB,JPMorgan,Client_431,2024-11-01 01:21:40,9116787.79,FXForward
UTI000852577PRY9QPXFCPCS406E7TB,JPMorgan,Client_490,2024-02-20 07:14:04,3806445.59,Bond
UTI00085258FVXVV8OVS59GSC9RBE0A,CreditSuisse,Client_56,2024-10-16 22:08:50,5900434.86,CDS
UTI$pecial%Chars!,UBS,Client_203,2024-09-21 06:17:14,9716480.71,Bond
UTI00085260MIIGXV6YIHLT2M5Y8XAX,BankofAmerica,Client_279,2024-07-22 08:28:28,2342076.31,FXForward
UTI00085261OXE2TYX7OXCIZSUKPOKN,GoldmanSachs,Client_123,2025-01-01 13:05:09,4210036.58,Repo
UTI0008526292Z3K2A51WF3PI329T6Y,GoldmanSachs,Client_254,2024-04-19 06:48:23,8057872.39,CDS
UTI00085263UNOTM2LS8RMEHYJA46WD,HSBC,Client_64,2024-01-06 04:47:06,657789.88,Repo
UTI00085264O9B0OBDNOU69BPSMJR0G,DeutscheBank,,2025-01-02 10:05:20,6554303.45,IRS
UTI000852657APUNTB5S4233WZ5B5H9,UBS,Client_368,2024-06-17 02:36:46,459907.19,Repo
UTI00085266GNUN0495XTZ7DOMRF2I5,Citigroup,Client_473,2024-11-09 14:25:10,2164073.97,EquitySwap
UTI000852672WOX250JRLC4SSL1YPQS,DeutscheBank,Client_91,2024-11-10 08:58:02,9958289.61,FXForward
UTI000852681OYN8OIWXYJN036FQUYO,CreditSuisse,Client_288,2025-01-18 10:28:07,556854.34,FXForward
UTI00085269CII1QZL2S2RYQZ90ORHP,JPMorgan,Client_123,2024-04-16 13:55:37,9410866.38,Repo
UTI00085270XC2UOUFTRZ6ILAHTKALW,JPMorgan,Client_429,2024-10-24 13:30:50,9760999.65,Repo
UTI00085271WHIT87C7VX62C0EYOT1P,HSBC,Client_395,2024-02-19 11:04:21,9684984.78,CommoditySwap
UTI00085272JFKGIMOARMD2DIX9B30Z,MorganStanley,Client_333,2024-11-07 00:09:10,6166836.98,CDS
UTI00085273GHOVA21BNPXNXBQVCV29,GoldmanSachs,,2024-01-28 10:54:56,9778307.2,EquitySwap
UTI00085274XJ3SYJ6Q2Y9YFQBWJDOO,Citigroup,Client_238,2025-03-18 13:20:32,1514352.48,IRS
UTI00085275QPD34AXPSOL69A8CVC8A,BankofAmerica,Client_426,2025-03-21 07:32:39,5282779.13,IRS
UTI00085276IU1N7S4FM41B9YJGO2UQ,HSBC,Client_125,2025-03-12 21:37:56,1461862.09,IRS
UTI00085277LYD6W0E8DB7UNANO9FOX,BankofAmerica,Client_52,2024-01-24 11:24:22,7132789.74,Bond
UTI00085278V5IE78GNXOQ0RLRA417M,CreditSuisse,Client_145,2024-11-26 18:41:46,4945715.61,EquitySwap
UTI000852798AE881KKA7ARES85YTAJ,JPMorgan,Client_299,2024-03-31 06:21:43,1440896.7,Repo
UTI00085280U35LU0XSH0P4AGF7J68H,CreditSuisse,Client_165,2025-03-19 16:30:14,3619013.74,CDS
UTI0008528181BP4N0E5M34LH5XDCNM,HSBC,Client_200,2025-01-05 01:24:04,,Bond
