uti,reported_notional,reported_counterparty
UTI00124916PGX9U3V9Q7NSY4EFAVN1,6981394.92,Client_349
UTI00109949UI9KFCVBSLIYAVMXVH69,8768282.26,Client_440
UTI00002921H0JO59MIDVFFNIFUEI48,4295870.26,Client_46
UTI000574889FDP2P15Q9UNQEISVS2I,6025189.54,Client_253
UTI00138133FFYI1HG6LS4LMP0EX19C,5715840.87,Client_435
UTI0001986708F7MBSJTVCKIK4A96QU,2558497.12,Client_427
UTI0004068310GWMOPYBM40DJIHNJPI,5913399.8,Unknown_Client
UTI0001981239JI3EB3GKZAITBZE74F,6441397.03,Wrong_Client_446
UTI00110306HHFH2Y6HQ39I5K6D4RJP,367201.66,Client_108
UTI000816900FWO94U274VWJ2E5XVO3,5250132.14,Client_379
UTI00122647MHJCXXIOTVM1RJXABI35,3797894.99,Client_475
UTI00053515AJCQPHEBJYVL23SPDA85,9239941.39,Client_447
UTI00007806L5719MEBZA3550SJSUCO,7090370.09,Client_334
UTI00057854SMA2DYA3R808E3GPR7CE,421682.63,Client_77
UTI000987910804XUYH8BU51II8N3DE,3092959.63,Client_105
UTI00067085TPLZJNGW954CMM7UQ45F,940925.0,Client_166
UTI00114104IWCJYVXZ36T3DMMPOVHJ,2643282.44,Client_148
UTI00029079YUYH4VOF9JHR2J1DZQJO,5013269.77,Client_167
UTI00103933VJEN2UNVWA0JLBU6QSXW,5609287.31,Client_84
UTI00087622L4EXGQMBEI8IADKDDTFE,4700816.4,Client_153
UTI00090204ZLWL571NC4E2Q54EVSAQ,3002658.64,Client_466
UTI000005756DK57ICL12S67JQOQ0WT,9953913.87,Client_345
UTI00027157C36OT2MHD500FPU46IPE,1944992.85,Client_202
UTI00040656JRRJXOXX4H1FFR2QJ0P4,2638675.48,Client_154
UTI00027095ZGO0710S11C3I0W06AFY,4777113.39,Client_367
UTI00106093X08VTGM338BTE2YKAWI6,8547682.59,Client_363
UTI00044864F5BLW51TG9HLA2H943TN,4691440.34,Client_224
UTI00101459CHNBEDW2VGJUQXHM7DIT,2518486.14,Client_37
UTI00030622FIJ693SW3O6VGWQN8A17,906820.13,Client_287
UTI00048474NYUXG7MIO085UUFR6ZH2,1000000.0,Client_345
UTI00064530M9R5GV2H10UOAU39U0TT,2513242.73,Client_39
UTI00017575S2QBZMJ00SVIGMCNUZJJ,8058855.72,Client_496
UTI00021706TVK11CGAIK5V6Q09GBBR,4957230.56,Client_302
UTI00036249V5CO33LS1HYVJXUM4A62,804244.07,Client_162
UTI00032017EC8V5Y5SIGWL9TKNTECN,8542860.92,Client_279
UTI00099641RMW2UDY4MPC9H2CZQDTE,7324192.96,Client_351
UTI000236743YGZE7FFE00UUK09ANHG,7570146.58,Client_382
UTI0002677575WUXQF46I4RZV1VRRBW,475420.98,Client_369
UTI00139291DXDXK5S87CCUCOQ16PNR,7741718.36,Client_433
UTI001374559W4WAD7RUPN7N2J2Y1V2,9528935.07,Client_344
UTI00089690KLBVD6DIXWYS1T7SAKH7,7877505.24,Client_108
UTI00071181PT3LSLKP44T3BDQ6V331,5558302.01,Client_6
UTI00103620496B6V8PR8OWP5GOHF5V,4019949.13,Client_228
UTI00073779XWYLDBUFPVXZ3RNNLJIA,6716797.26,Client_483
UTI00131551BQB7XNAFHC7DDYTBAVOE,7827593.17,Client_375
UTI00012232FA1XAA960UF8444PT3IA,8313851.57,Client_5
UTI001156972YXU2M0FY2B7LTF7R038,3645502.95,Client_189
UTI00056631MSS892E5ZRO97MGUUMRZ,7063217.56,Unknown_Client
UTI000300494JCW3YLMOUP5OPQKX820,7226537.19,Client_257
UTI00056429KR4QDRY6W3EREPUPDCXO,1026497.69,Client_289
UTI00083868VMMXB03PFX00JFX0E87R,4446989.42,Client_142
UTI00008132IPGTT7RQOIVTD8N7CZ52,9214422.55,Client_207
UTI00047741HIUPQM6DJ2T1Y5QWK8N2,2043497.58,Client_46
UTI00022605AEAX0AB9D3OJEWHO6T1I,1934502.55,Client_444
UTI000066552WWDMPJTRARTU4Y42FIT,3591068.9,Client_389
UTI00066141OVV38G57WFGR1XF73L0W,7324374.51,Client_66
UTI001491774DN7RG2616LTDWT6OYDG,4048659.63,Client_474
UTI001480169XGG1XPR7ZCQDUN9R947,9276233.09,Client_337
UTI00074249BWRN0BG3LUL29L9AWHW4,2867963.2,Client_74
UTI000774783HA9TPY3RBKEW0ICKE5Q,5870235.74,Client_430
UTI001035755Z15ZAUFT86A84W566NI,6209557.79,Client_268
UTI000809686IUS6DR70H94HO7LA4AS,2820649.49,Client_477
UTI00116126CHUVUQ1NJCNJOXBOHPWG,4582305.95,Client_225
UTI00001059CQ33WB4MFR898Y5T620J,216773.0,Client_258
UTI0003030506KS3TZFN10J0LGNZKSK,1258486.27,Client_340
UTI000429230X5ILT1AMM2ZKMOGQ77Z,1118362.85,Client_306
UTI00027091OXJKUU4S27JV1KB0L8EO,7082906.03,Client_421
UTI00122743H0EHV9LXN8I81GZOQKDY,3485148.33,Client_304
UTI00106012YVKJXCPWELEBJXULUK4R,8174526.08,Client_60
UTI00144447PY7R4PTS6BW7K8X6DOCO,5016567.4,Client_65
UTI00131304V3N7POQS5X4BNQTPTAN5,2858419.08,Client_352
UTI00069284E5OJUUIQKTE9J2B7ZBUL,5540609.91,Client_71
UTI00122112DY8KCXO3UEW6RVTTD33G,6933569.78,Client_37
UTI00132750IW7TCYJJPI3VSVP4SMDH,4462037.19,Client_116
UTI00090301WAJRFY6LFIBMUKYCE06D,9121791.01,Client_416
UTI000072720KU5BLJJTH7SJN2PB2IF,8328413.36,Client_277
UTI000088402QHATT774N3K1KNJUZBA,5982068.98,Client_336
UTI00111026VAJ98SBIHCQREBAUC674,6152884.29,Unknown_Client
UTI00032465A7DZKGJE3D9MDF2892Y1,7394443.04,Client_193
UTI00007864T4NYGFQ54GMG5AQHNOI7,1157802.1,Client_142
UTI000164758UC69T0BEYPP6UI0VH62,559916.05,Client_14
UTI00064046G6FTYCDC26K3BOSHB5V4,1000000.0,Client_387
UTI000165699F3P7TYOINJB02CCZOXQ,1740270.92,Client_50
UTI00087075EZC6DSJ87TAEWK59EVSL,7574594.63,Client_268
UTI00104767K1700GAZ84XL52QBENBZ,7932993.4,Client_416
UTI000642678QL5TI94M1Y59HDXO8S4,8303860.53,Client_117
UTI00080916ZWN7823T9J7OQPHXSY9Q,7603741.92,Client_1
UTI00021557HCODHBQ0VCCWD8DINW3A,7482666.86,Client_203
UTI00002401DZQKTM61SEZ23CQUI9MJ,6355776.07,Client_325
UTI00113385VN7PJZBJFMYGQJB44CIR,6359871.48,Client_29
UTI00004393T3K7Y6CNSGV3Q3N9WQPX,7678814.82,Client_95
UTI00053646QVE5KE8J1NZMPO4MV6C6,7120810.72,Client_92
UTI00065200K02GO8Q17VNHHL4EYWE2,3685433.03,Client_423
UTI00061670B7PTSC9APP06ALPK35I3,8119870.59,Client_397
UTI001324235K48EQGEST5G4TDQKIBV,3419553.22,Client_245
UTI00115211OSRXN7I40KPMJM2WW9TA,6742291.54,Client_164
UTI000569584ME21LFCGP12CKX7H93A,5547391.66,Client_57
UTI00062978S6FFLQZO5LPPGHROZJTV,766971.7,Client_323
UTI00096207RLBK0BWJQEYZPQB7O47E,4925219.48,Client_372
UTI00130844DMAFDSHADFG1GBH56WPX,1561253.56,Client_379
UTI00036587DHA7BG4A9YAB2LGBWEO6,9206723.91,Client_154
UTI00147651ZNP9VKX205M6IFTBBETN,622828.34,Client_418
UTI00063357KKWKETOV8NKAXEHAMH5Z,7104963.1,Client_450
UTI00010537UE2GOW0B1OSKIOYAR9NJ,6353182.64,Client_381
UTI00132998CKHS3GJ1J9AZSB0MEZEW,6622762.78,Client_337
UTI00009131PHDY13A1B54INW7PV4G4,2613353.18,Client_302
UTI00054348CEULHQWRTTRF8333OVGI,5088042.31,Client_469
UTI00138209J2B3VRT79IW8D4BJEVND,9575571.82,Client_214
UTI000950273EJ1N0S6S7TJI99R6V4P,9503903.05,Client_150
UTI001453437IWWFFP2V9VTLJ0JBSGH,5997768.15,Client_94
UTI00106363EVF01M1BCZ6XQO8I6VIJ,9827039.7,Client_49
UTI00062275V7UG1NK3MMIU1NE0VC1S,3665956.14,Client_60
UTI00045677SJFDAZXDNJIVCMC3LZ14,7023580.45,Client_179
UTI0010373844RWVTTGOG1P4RTICJ37,7111552.71,Client_322
UTI000090825234SQ55C6F44YJXL1XH,2943958.47,Client_69
UTI00061079TLJWWM0LUCNLTFPVTPBC,7801501.65,Client_149
UTI00053094HY36A33PYVDULQL6GAVR,3795188.66,Client_351
UTI00029876QDEU1S525W25MR1YZVEB,1818657.89,Client_391
UTI00086537VPCCTCLPWCJCILJIUVEW,7354551.92,Client_117
UTI000784143K2B9N1QFM2NPZ3DW98Y,8885202.47,Client_214
UTI00043618PA5LODAONZIMLXXJ756O,9789607.26,Unknown_Client
UTI00077867BH4A65YLEE1JXHDSH5QB,1706409.82,Client_137
UTI000199934LVV852DA2D2D2CN4YCU,9800540.14,Client_155
UTI00003916D45TJSAJJF4XDK4YU503,7338825.54,Client_173
UTI00112597CORZAWAA0HAWL5W5FQ8K,5242510.41,Client_41
UTI00096135AB72D3TO1180DJQ7464P,8901287.62,Client_60
UTI00085982F4JEDSK8BFPANMVVH2Q0,1848282.61,Client_27
UTI00013826LN79G06069Y3K11USU1F,9985036.6,Client_7
UTI0009944580OJGQDMRM0YBZSWXBGL,285907.91,Client_267
UTI00112477LHHQ63OTYWRQFCJIE2ET,1427055.67,Client_292
UTI00044988ECEM3OZ3OQUAEOSQC1KJ,8278094.63,Client_481
UTI000196217QKULF93VTI7VCP1WHTB,5970177.45,Client_145
UTI00137192OUUV0XWMQYOCVZODQV6A,7075001.81,Client_15
UTI00145791GIQ0UVXFO4F6OMVEPD1B,5342605.11,Client_467
UTI001426522MBA5BBUKVU6YDXVF1CF,4828847.16,Client_10
UTI00075651H158K0EZLE14CRUO2W98,673464.12,Client_206
UTI00025537PUKF8W1ILAKPF1HRJ2A8,9481538.51,Client_417
UTI00047743NAJ7XJ80KNNSIC5SSNKP,6995930.12,Client_148
UTI00075077070RKTY5MNYSFX9AQ6CC,4248628.91,Client_233
UTI00086726I6Z1JC5G86CI98T95IJE,209548.32,Client_362
UTI00149351JV34SG2VROTFFO215FVX,5624599.75,Client_354
UTI000948242YDSQH3PBJXE5IILMCMP,3374491.79,Client_250
UTI00100621PF30NEXQDDZ0UUEWHP4N,6737371.31,Client_324
UTI000020434J44Y5HJ4HUU4DXS16XQ,8049869.26,Client_351
UTI001489838H1IVX4F1VLMLWXXOD5X,4038144.88,Client_247
UTI000922725DF47O3BVJO0XZ1UPSFM,7197868.24,Client_476
UTI00081845UPS1Y9S54VIVFBICYRSL,7621394.21,Client_213
UTI0013461891DFPUM1YOHIBNF5MI0I,6565411.19,Client_92
UTI0007494086JMA91IUY2OPZ12EOO5,2735004.41,Client_486
UTI00076088ZLGKV6RGXN390HXNNP5C,8590145.24,Client_363
UTI0009754384ZYUWDOEFXXBNJZLA00,2969984.3,Client_90
UTI00065567MCC9ZES87ZPOM4VC6I24,3042594.61,Client_453
UTI00102700M944CSQWPYU7LLIC4HXF,7672815.07,Client_68
UTI00131239O3308BOTE296RTXX590B,9860882.02,Client_357
UTI00017235P2AAQR0IY9CWNGFF4ROM,7322547.16,Client_435
UTI0006094930HL82IKLK8TBQ81XMJ8,6188934.84,Client_449
UTI00099973YKCLRZBY7QZQCPQOZK8F,6828243.4,Client_333
UTI00079743NY7YUKJ4SE695Z8WBQ1Q,7423596.17,Client_312
UTI001224721P8FKPTYCZN5DEGWJVA0,7434534.66,Client_120
UTI00044387I81MX38MNI8FB37O7YXG,1195550.9,Client_60
UTI00131305RE0VI75FUN0YCF7VHQMP,9927191.25,Client_44
UTI00108922T01N4TWCBF8PZMM4HLHB,2944688.7,Client_251
UTI0014457822RAJN2BDDGZKHF759KE,6147042.36,Client_233
UTI00080883015Y0SC9FHBC5FFIT0H9,123054.52,Client_300
UTI0007515796TZKOU16KJAVV5N9HK4,8636781.01,Client_26
UTI000151983XNXD23H4C14GX97CLW8,1610377.6,Client_180
UTI0009703732YH2IJNZ0TDPNGUK406,7898991.48,Client_276
UTI001080338WI7OYB144C2R92Y7QFR,3566118.12,Client_32
UTI00028294B7Y7CSM3H9HKAIFL8NF6,8373952.45,Client_320
UTI00120329DNZEBM9HUB6WZTC68TBQ,2097716.1,Client_50
UTI00105648YB8U8X5X1F4SJPNRBM7H,3882932.79,Client_490
UTI00000158XYUR4SOR8WM9LBB4M0A6,3056075.44,Wrong_Client_342
UTI00106545RNZ79DY7UK1HO7GB9QUI,1253628.18,Client_40
UTI00045399E17MXE8R9PWZTMF7G5XX,1283195.72,Client_341
UTI00005195CCD4P8F188AC5VVUPM90,1696950.88,Client_314
UTI00010760MLH5ARWP3IT6GGQ3S1QM,5689425.96,Client_444
UTI00022684HG3JILI3J3JICK1FIPJ4,1046500.95,Client_270
UTI00076481SXB1ZA6JMABQS24TZY6H,7890932.33,Client_457
UTI00045417X8OI92NYHAH5V8LQO9AX,1333006.15,Client_133
UTI00088940WTNWVK9BTW3PEYS8K710,7443010.14,Client_231
UTI00013457GHJ6ITE1IIVWHRPD3GC9,9726700.92,Client_127
UTI00143609VVO6VOB2C009KYC41ORU,718298.68,Client_193
UTI00114105IUPY361T4ZLNI92N9Z7X,7013717.46,Client_66
UTI00147433Z9398P6DJJ3RQQ19XBMZ,7735491.37,Client_347
UTI00102623OX1XVXEYJTJHBU0KKSRI,1461685.69,Client_212
UTI00068031GN3CVVGRSYNT9G0C1IRU,5670410.82,Client_146
UTI00085534NNUAM06AX5LO6LFKVV4J,8262663.37,Client_79
UTI001254877GEEEGUC1U2CA1EQT80H,6978665.63,Client_212
UTI000435020GT037QP6L5GBDF7ST7M,393652.78,Client_41
UTI00009175MJ4S9T6X2NPK97F2AQF1,8276602.32,Client_215
UTI00148300WRXFSWRC4E054C08OEH9,2428672.58,Client_496
UTI00041861OL9ZEE39RX6VFH2S7L39,7472523.8,Client_140
UTI00084902RMO2S7BHT18R35LWZ6Z3,5460934.9,Client_273
UTI001145568CZ57DUFVJ6RAH9C27NV,4025205.68,Client_451
UTI001087005G4W71C4WAT7EJNA489P,2229356.43,Client_368
UTI0011444184A2DV45MZ9N140I2WSD,4552078.17,Client_327
UTI00055995HKLEIVKX55ZV8EDD1ZDS,4690123.09,Client_92
UTI000464270NUZ8L428JFUPK8QCLY6,1000000.0,Client_300
UTI00129998LB741IXBEHE802RBU247,280870.51,Client_109
UTI00021086YAMHMSDXZGWLP2AXTG6W,7242293.38,Unknown_Client
UTI000858229CBA82Y3EET9Q2ZFRSTW,3900573.56,Client_498
UTI00123686PDMPM5E2RUDS62NCX2QJ,8156391.45,Client_359
UTI00012728JKYCD1CAAT9K8VVE4Y9T,313222.64,Client_254
UTI00032189D6ADSAFHTJPMW9YWERSX,9731338.44,Client_111
UTI0007393103SFENY38OF87KCJVEUW,4874092.18,Client_13
UTI00005003ZEM8W8TH6CZOUGCYQKE6,229999.98,Client_310
UTI000429189K203RMRVIFQ4PK0N7RK,651860.6,Client_328
UTI000427632DXTE47CTN314ME4LOWH,1000000.0,Client_319
UTI00108722ART515C39M1OQU6BPA4K,2991714.29,Client_461
UTI00110613WDDITOCE7WOGI6UR12KG,7699578.27,Client_283
UTI00101183RP5KGCZZEQ6LZMHUGMRZ,7483791.76,Client_198
UTI000455927VRKUH0HV28CYYBYIJG5,7053977.07,Client_205
UTI00028894IKBOARXBFEH3O0MJ00AS,5877118.89,Client_436
UTI00042556OYX137S6KYF9RW0AGXJ8,8304062.01,Client_131
UTI00145778IBHKSK1UBVNW0TAK51TH,2100866.67,Client_68
UTI00110564MNMX5AOBON5S1KH1SRWO,5241993.47,Client_53
UTI00085797OGAMZYBNCF8S3ASEZZ1R,1190514.72,Client_400
UTI00048194Y1NU6GYSF3ORAL9SDA4P,4461799.9,Client_29
UTI00034361SUDGOMONWOMRV7MRK3VM,317057.1,Client_339
UTI00084412A8EDPLUZ161YJLR3KE9L,5567493.74,Client_85
UTI00059641N5BTM0ZEM5ZRB5590WAT,1055288.19,Client_377
UTI00098092JTB2FJRYTQTX0KN31750,2416763.0,Client_46
UTI00092846TDU75RSJENRX4HPYON1J,3747725.38,Client_2
UTI00049216AKS4U5OENGJDG1KGW29B,8353286.13,Client_195
UTI00066530K5CBDQ8QVADR3KN6QLQR,9525383.73,Client_59
UTI00088505ONT7GR1GGP8OJRRAOFZE,2827457.04,Client_92
UTI00027874JSUIWDNMHI2E7V37JYD0,7710512.97,Client_29
UTI00086563X782KJ7HOJEPT6CLSM3O,6465155.01,Client_2
UTI00049733JGY97M1LL6YAXW5QSQEF,8557935.76,Client_244
UTI00101222L2DYEXQGM8LIGYE6ZG7N,9330692.74,Client_226
UTI0008723981FTGO31RVQ6KUTOT20P,7537665.72,Client_240
UTI00027496JXW4WF71J45FGVQNSG1H,4830457.84,Client_218
UTI00052768X5GYY96LCJ5YIHTL2GDC,27752.1,Client_378
UTI0012866768Q59C4JWGJRCNKY3PWC,8831231.98,Client_63
UTI00068286NUU26GVPXPQN15H6WR8W,3154989.37,Client_81
UTI00149705FIFPE6DO4L2E2XQ8JJMQ,3025886.87,Client_108
UTI00105583PYG6EGNLNEIBSGBX9QTN,8389006.88,Client_238
UTI00127729EBGUNZUK7CWN7R5MGW8E,6772489.7,Client_209
UTI00016291E23RG5UFA8DDGKKWVTMZ,949249.32,Client_21
UTI00081605PVJ7C3FH7PM1C5M2P5QD,1000000.0,Client_406
UTI00084995XV0W00PFW7AHIM1SUTLW,7431942.17,Client_368
UTI00069982PWI85CMW4OMLXDZAXBWJ,5925987.1,Client_295
UTI00058330DIBFU2PD5B3Q1FI2USGQ,1732160.77,Client_348
UTI00048352MKYRBFCES27J6GBVRNGG,2521084.45,Client_64
UTI00080351LFL46ZHL4GVRZ88T8BTB,1958455.15,Client_489
UTI00107287WSEMBKIG5MJDRMYEA1ZI,6865854.75,Client_173
UTI001276887ASD7DA54EN049HRQZWS,5204890.44,Client_329
UTI0005416923L23OJX9DO30WJS92GB,1000000.0,Client_3
UTI00037952O1OEQKR4GMW06L4TKNWO,7477943.83,Client_282
UTI00045445C7VYCCUBQBAAW2ZR1JNP,5106576.21,Client_305
UTI00032839EM8RSGZEYOUWK8HNHB0D,6038368.44,Client_9
UTI00042277GT9P7FR7LTXK2QFWO35E,1601536.33,Client_12
UTI00144503BLXJ5N5X3BBPBYIAROMU,5212046.93,Client_358
UTI00102137TCLZWN8FXXXYH894POB0,8355704.53,Client_264
UTI00007217ELXQFMV6UXJ7NZXV31S1,6388067.14,Client_97
UTI000245098P2KBHZ7WM3P8J4OWQ1T,9333872.09,Client_20
UTI000089231PJJ16AG5KO8K7OULNU1,1556071.25,Client_346
UTI00025024OVRBDHGP7G49TXDEA9YI,6705198.18,Client_393
UTI00024292FQUYHIJCPVOZYM2GO50B,2687095.14,Client_135
UTI00004700ZRVP5H4MIJVKU3OV5Y3B,6078531.57,Client_456
UTI00098427J6XL4PNR98EVDVKE0TP8,6311492.05,Client_167
UTI00106864UGORIQJ1NXBK23SSUFRD,8945706.4,Client_236
UTI00149600EGOX3F7PVD30B0TTJG64,2533892.43,Client_480
UTI00067056RH47TDVZWP7Q1X4T1N7W,6286063.13,Client_43
UTI00016342D41G3U8OQO0J70E8U2KE,181483.49,Client_356
UTI00010803O7D6H53NLI9KGLWVPJRM,4330817.69,Client_356
UTI000924224BJO5OXORVULG0BQG5L6,2894691.19,Client_92
UTI00126372QU2HFWV22FQ1NOBFH36E,2045168.4,Client_82
UTI00081166D8LBPCZ5URD0T6N2LV8Z,1748692.67,Wrong_Client_272
UTI000478800GQBMNUCIJWU51SZSGZG,1275102.8,Client_111
UTI00104590NH390QZ3AO078UHOEKR4,2974244.46,Client_120
UTI00024078I4X8TLYA20WAYILG0GEN,167029.63,Client_380
UTI000363714FNEMYFI2ZC0UWEP02PP,353754.34,Client_34
UTI00019255QSP6647E6LXO2I7MPATE,5711294.94,Client_23
UTI000741713KNXMM169V3H8IDY78LR,6405663.69,Client_490
UTI00035852646DENI48LSY2AC5DIJ7,9548846.68,Client_471
UTI0003189909K7B2ETRONOBWEBOCP1,3704896.3,Client_415
UTI00062192524BXOX8C176YOGX7P25,5269988.6,Client_386
UTI00030710YDMZ4LHJIJTZSKN64PZQ,5464403.73,Client_210
UTI00038738OY6PXXUIW7GSS9KOZ5H3,4017829.54,Client_105
UTI00027878NJ31BMOLWK12ABZW092M,4738864.33,Client_414
UTI00001506XPWQDRUGUD3I8MGKHWEV,2595151.59,Client_205
UTI00109120ZRWGHSIFNZ8FL5DVPW6I,6904805.39,Client_78
UTI00003546LGZONUSLC8YT1F3IXNF2,1801219.04,Client_208
UTI0003621249GLW7TNMTMR6RIRY8BN,7495228.49,Client_32
UTI00067681B8YD7KMSQLO2170I5AMF,6982203.02,Client_391
UTI00040540JWDKUCD6IH9FTJKHUQE4,8486508.55,Client_71
UTI00004707R9EFSNG0N3ENLL27NAOB,6153276.7,Client_417
UTI00117633W9UZBJCDHOUUB80ADHT3,4591195.93,Client_366
UTI00009360Z7YZUM65OLFORTENS67Q,1875927.55,Client_58
UTI0014503129INGHXYRO90HRKUVCD1,1893178.23,Unknown_Client
UTI000054316XVV1Z696R2W36BL0O64,34744.66,Client_45
UTI00086296XA790SDV2AF2AMTY5AML,8298876.89,Client_104
UTI00045183KD6MF032414OERBYXPIM,3246953.18,Client_331
UTI00115058YD1LUM3KGH2GV8TULJ3Q,1840974.3,Client_455
UTI00049064M6AHX1M0NH0E7G13ICCZ,1793456.94,Client_297
UTI0014939829PTCF9XJM8TYJ10N283,1353621.9,Client_420
UTI00029602L77IRZTLLGWJ66TDX32B,2144446.13,Client_227
UTI00023344A4QWZZ9L9IEC12VL90KS,8272119.57,Client_74
UTI00034488D7PAGE7SRCCIY3JR3V0W,3114583.75,Client_434
UTI000791048YYM37RNR6X36RB64Y90,9487920.56,Client_480
UTI00106353RTRTUDHB6SOHUU58FE1T,5133542.38,Client_106
UTI00055341AMP703SL750UPBTPVOS7,8159808.88,Client_34
UTI000904013853U0HW08Y4V50VJ8WP,1808419.41,Client_163
UTI00140487DBGLNR37VWFPZCL0MZCK,2608195.12,Client_454
UTI000324982XZXWWIXZCXBJQ1JSEMH,867346.03,Client_137
UTI00091683M46YOBVVLKE22HAT0012,6907908.44,Client_13
UTI00013677OVFR7P6QVISKHZFAXAUB,8180361.64,Client_309
UTI00017557JSCBV84XY8PDKGKNUSN4,8947082.56,Client_379
UTI00099839G81MDNSN993WLVBCQ2HH,2345934.42,Client_429
UTI00045752UOZSKEVE9D88BDU75L56,6059900.27,Client_102
UTI00110391G5NECU4GQC1S5T7GI701,4902320.63,Client_108
UTI00002957WW2OJXQVY1TA72D92EJE,4995128.02,Client_48
UTI00029335GHIAIC60BW3MUDKUJWT4,2546845.88,Client_117
UTI00091563BASX429L5DCZTKHP9IU5,4163829.6,Client_465
UTI00018945ARPMCVPUMTNQCZCUE8YV,1258840.9,Client_109
UTI00137803ZY2I3FKZV11A5JILIARZ,3079107.01,Client_49
UTI000075526IR691E4X749AJ0WVXAI,9124500.99,Client_301
UTI00003180BZVEQES1XA0MC3GIIR4W,2504020.54,Client_333
UTI00101483O3HLEQ9XECUPQK21HTNB,5939575.04,Client_322
UTI00053278U8FNMRPOMS47Y3OXS6QK,7485109.53,Client_243
UTI00018112YD1K9L9EFFAMIL4GNYLZ,6543056.6,Client_461
UTI00139904KB9RR57ZAYKOINN3FL4M,6135347.4,Client_69
UTI00040953MGITD1BFB9OZPZRGYZQ3,4054439.99,Client_294
UTI00075071KEI8XTEZOVNP2QAA49YA,8865173.4,Client_468
UTI000105744QZOCWRA02VF8CEQKCRU,7004161.78,Client_125
UTI00072267CW691MODGITV0SJGCIR3,112996.22,Client_132
UTI00041116U1ER1INSO5IZYC1Y4URB,2556640.05,Client_356
UTI001062827XY5OII0DPXIDBSWEUDL,5536372.68,Unknown_Client
UTI00032145E8QPX1TG93UBZP28E29Y,3781078.22,Client_118
UTI00095448NIOJ7KWWX3ORZZUKDHET,213570.79,Client_208
UTI00023969U9J2X1CTI0GWKGUZP8M6,6678530.82,Client_96
UTI00143195YYKRH1MDOB1JZKOVD3E0,9543594.4,Client_153
UTI00014079AB6WFC71XW5TQD2D0QHI,5086244.48,Client_292
UTI00140346OVZQFZJ5ZF7NYTZZTBY3,2236224.94,Client_441
UTI00030606CHGSHFGH2UOW6WN1ZE37,657485.24,Client_76
UTI00020817DUE0RZZ45RHWE5HSN0R7,4229943.12,Client_140
UTI000062033TVQKRONFU7WXVD2XMYC,793445.85,Client_126
UTI00129342R7BNO6I95MROOPC08SAC,2480726.88,Client_148
UTI00138168DIQRU10TZCELPP696H1E,6056666.85,Client_375
UTI00108812QQ5KRCF55C881XKFG87I,5440930.55,Client_59
UTI00016593LEHGC68AB96KWLCNZ1N0,854332.3,Client_289
UTI00096549L93OX5P1YVURWVWYRCQC,5801098.59,Client_71
UTI00097053XNZDHGGQHL7O8XGPO3NM,2903116.39,Client_214
UTI00126478F7CUWWYUG2WR5NMTI9EV,2696386.54,Unknown_Client
UTI00055792UMCAW0TSV40IQD7ATJXU,3177393.49,Client_350
UTI00044294LCVCJLGF16K9PRY1Y736,1158327.52,Client_282
UTI0014566304SUWB8ROGSAK29F3QFE,1340341.3,Client_8
UTI00135133MGXR3M62P1NJEE15ROAI,5837195.24,Client_384
UTI00066710482ZCR1X5TMAKOH1YDCG,7789252.17,Client_211
UTI000917000Z2X1R21CWM9B0QJSXHY,7849726.45,Client_424
UTI00143080S0XVWLZ345H4Q1TWGNQK,5736261.85,Client_302
UTI00109267U0NS9I33PI04YXAO8WJU,9764809.26,Client_288
UTI00066929TU8X88PG2I53XQHOM1T2,5326436.13,Client_306
UTI000850752ATVTBE32XTU5SRDC1AB,9694975.38,Client_303
UTI001045845I0OJYR45XJNGVOY7D73,3212675.36,Client_453
UTI00088388KU7YWAPB59O1MO4B37YZ,6071823.7,Client_367
UTI00031858DTL3VEK3G0MV2M3XN7AI,4104975.34,Client_96
UTI00084409O0CIG40T52AUZ1YWVM4S,5099377.57,Client_87
UTI00105117WEADEKUOLTZWOGQJBFR5,4053587.91,Client_307
UTI00137879PCI8Z1SO91ITNSPHTDAC,7276659.76,Client_311
UTI00000089SZDXIMYN4U9BXF445CRI,1000000.0,Client_162
UTI00106464B7IW0ESE2RURC25CBAO6,800378.5,Client_348
UTI00055452AUOINZ8CI8X9DOSR0SJO,3710945.08,Client_355
UTI00108636CBKVAIPB7NZZ83ZMHE6S,1632650.4,Client_80
UTI00126376PBO0U9RNV6CJYA4JL741,1466034.57,Client_39
UTI00039950GOZPVQZEJXU3E3Y3C1MI,3301461.33,Client_113
UTI0006593425X2HH09AVGMPUTI55XR,9465321.79,Client_86
UTI000536561PCLWRCUBNBXSWUCCSWS,8799473.57,Client_373
UTI00112997ADAC9MUQ0IUMHHEFH57A,9056940.34,Client_367
UTI00111339ZSB5L4YGL51E1YS43U2T,8987120.57,Client_127
UTI00092076DKZZFFN6KG7GBBJLH129,9731023.7,Client_434
UTI00134476V25AC198GPFOL4V1NU77,7590103.53,Client_215
UTI001099790JUPZ62RVFZCCTPWNRZR,6518425.57,Client_25
UTI00016309WW3Z4FO6S972T12RNUWP,5592409.34,Client_98
UTI00084188ENZZPGT9YS8QGY2E4LKE,9213568.16,Client_22
UTI000952424ASHLHZT4BA5P2BPR2N4,4183201.91,Client_407
UTI00042530KGJDMR03TPZM62ITS7U1,6458576.84,Client_393
UTI00087670GQP1GTKYMNNGGIKH22SX,7689646.57,Client_191
UTI00087416SPB8CTC2MT49R440S7K6,8651374.09,Client_27
